No.,Category,question,answer,BLEU,BERT
302,URCap Development,"I have made this URCap with version 1.9.0 and it worked well in ursim. But when I loaded it into the real machine, I got a yellow warning. I checked the pom.xml file and compared it with a URCap that worked. Then I discovered that the URCap version I was using was not functional with the polyscope version I have. So is there some quick and easy way that you can change the URCap version? in advance Martin (sloved it myself just changenged the version in the pom.xml file and all good now)?","i think you mean that you have issues with the URCap API compatiblity, depending on the used PolyScope Version. To Change your API version, simply edit the version number on the dependency section of your pom.xml: <dependency> <groupId>com.ur.urcap</groupId> <artifactId>api</artifactId> <version>1.10.0</version> <scope>provided</scope> </dependency> To see which API version is compatible with your PolyScope version, check the release notes of your actual version",0.0758,0.829
303,URCap Development,I have developed the URCap and asked robot to move by send to local as below code and I would like to do the event after the robot finished the movement. Could you please how to know it. image906¡¿587 65.7 KB?,"It depends on what exactly you mean by ¡°do the event¡±. If you would like to execute some more URScript after having sent a move command of some variety, then just send some more script in the same method, after the motion script.",0.1352,0.84
304,URCap Development,Can I group my urcaps under a menu item? the menu being the installation or program selections on the left side of the polyscope ui (blue). basically i want to make: general safety ¡¦ / urcaps mycompany my urcap1 my urcap2 my urcap3?,there is no way to group the ?add to program tree¡° buttons on the left bar. What you can do is make them invisible for the user (configuration.setUserInsertable(False)) and add them in a nested urcap.,0.0979,0.8303
305,URCap Development,Im about to get into a kind of complex pyton daemon development. How can I get console log outputs from my runnign pyton daemon on the simulator? and wich tool can I use to help me with the pyton code syntaxis?,You can start it manually on the simulator. For tool options you can take a look here: https://www.softwaretestinghelp.com/python-ide-code-editors/,0.039,0.8402
306,URCap Development,I have an question about variables. Is it possible to set an installation variable True or False with the java code (in a PolyScope program that already exist) which is not created in the Java code? var_problem.PNG807¡¿629 32.7 KB The purpose is to set e.g. variable Start True with the java code. Is that possible? Start is an existing variable in PolyScope and doesn¡¯t need to be created. With DVoortman?,"PolyScope (and hence the URCaps API) are only familiar with the existence of a variable at the time of configuration. The actual runtime value is evaluated in the URScript, and is then relayed back to be shown in PolyScope.",0.0787,0.8305
307,URCap Development,"My question is how can I use a .script file in my URCap? What I mean is that I want to record TCP positions, but it¡¯s much easier using URScript than Java, so I would write a .script file, but I don¡¯t know ho to integraate it into my URCap. Any help is much appreciated?","would it be possible for you to put the needed script lines into the Scriptwriter method in your URCap installation node and call the function in your URCap Program node? If you want to write the Script-Code in a separate file directly, I would suggest you taking a look at the Script Wrapper URCap example: GitHub GitHub - BomMadsen/URCap-ScriptWrapper: Small URCap that demonstrated wrapping... Small URCap that demonstrated wrapping a URScript file in a ProgramNode.",0.087,0.8489
308,URCap Development,"I am trying to load a urscript file from the resources folder and execute it in the Installation node (similar to the ScriptWrapper Urcap example), but the file cannot be found from the Java code. I saw @recognitionrobotics was having a similar issue, but with no resolution. I placed the script file in the resources folder. Executing ¡°jar tf¡± on the final jar file verifies the file is where it supposed to be, however my code cannot find it: String filePath = getClass().getClassLoader().getResource(""/com/impl/"" + FILE).getFile(); File file = new File(filePath); BTW, Accessing png images using a similar method does work: URL iconPath = getClass().getResource(""/com/impl/logos/CheckV.png""); lblCheck.setImage(ImageIO.read(iconPath)); Help would be appreciated. Omer?","Maybe try accessing the text file by using a StreamReader. The object type ¡°File¡± is usually used for files on the local file system, but the text file actually exists inside the .urcap archive, that is basically a .jar archive.",0.0275,0.8257
309,URCap Development,"When I create a new instalation, everything goes to the default values on the datamodel¡¦ natural and usefull in most scenarios. But I want to store a value that remains unchanged between instalation files or even if I upgrade the URCap to a newer version¡¦ Should I go for the write to/read from a file technique?? or is there another method to achieve this??",there are next to the datamodel also other ways to store data. See the following post for more details: NOTICE: File System changes with Software Update UR News & Announcements What: PolyScope update files (.urup) from 5.8 and above.,0.0612,0.8313
310,URCap Development,"Forum I am trying to determinate the time my URCap takes to execute. By using the distance between the points and the velocity in the given move I get a decent estimation of the time it takes to execute. But a reorientation of the tool is not covered by this. MoveL is used when reorienting with a given speed in mm/s but how do I use this to the get the time it takes to reorient. Given the degrees in Rx, Ry and Rz and the speed of moveL, how to find the time it takes to move the given degrees. This is only meant as a rough estimate and a guide for the user. Best Simon?","Assuming this is something you wish to implement in URScript, then you can use the timer function native to URScript, more details of which can be found in the URScript manual which is available for download from UR¡¯s website. If this is something you wish to implement at the Java level, then i suggest using the solution in this StackOverflow thread.",0.0396,0.8227
311,URCap Development,Is there a way of knowing if the node is suppressed in the program listing within the node itself? Is there any sort of callback or status variable that can be queried? in advance!?,one way to check if a node is suppressed you can read out the return value of the *.getProgramnode()-Method from the program node in question. A suppressed node has a ¡¯ - character in the beginning and ending of the node.,0.1975,0.854
312,URCap Development,"We want to install our URCap into one robot, and prevent the customer from accessing the URCap files, which can be easily decompiled, and also from copying the files and use the URCap into another robot. Is there a safe way to do this? Changing the robot root password is enough?",I¡¯m also interested in this topic. Changing the root password is not enough as long as the customer can create a urmagic script and run it from a USB stick,0.1166,0.8682
313,URCap Development,I am new to URCap dev. I have been exploring the starter package for a while and have some questions. Is it possible to test URCap in IDE instead of building .urcap file and run on Polyscope? and how can I test my URCap and fix some bugs?,You can compile and automatically push into URSim without needing to manually install the URCap file every time using mvn install -P ursim It¡¯s also possible to modify your java project to allow it to run in Eclipse and display just your GUI window to give you some idea of how the layout will look¡¦ but I don¡¯t remember the specifics. If this would be helpful we can find someone to explain it,0.0552,0.8526
314,URCap Development,I just started coding URCap. i am still not quite clear about some concepts. hope you guys can give me some clues. suppose i have a installation URCap where i input IP and Port of a remote server. How can i make the IP and Port available for my program node? suppose i need to call remote server via XMLRPC to get a waypoint. how can i make the returned waypoint available for the Program. where i store it? many?,"I suggest to have a look into the MyDeamon example URCap, the deamon there is running on the Controller, i.e. localhost, but you can simply replace the IP and port to fit your server.",0.0482,0.8373
315,URCap Development,I wish to protect the source code present in the URCap we developed. Opening the resulting .urcap file in an archive manager and browsing the contents I see all the java .class files are non human readable bytecode but the Python daemons that are part of our Cap are still human readable Python Does the SDK support calling .pyc format compiled bytecode?,Not a response to the question but: Java bytecode is absolutly not source code protected. A lot of decompiler are on the table to get code from .class ou .jar file.,0.0362,0.8439
316,URCap Development,"The NodeCreationType from CreationContext is set to NEW when a new node is inserted. But it is set to LOAD both when the program is loaded or if it is copied, cut, or pasted. Does anyone have a suggestion to how to detect if it is one or other - whether a node is created by copy/cut/paste or from loading the program?","the only thing i can imagine is having something like an observer, implemented with singleton pattern which gets the creationcontext information of all active urcaps from its initialization method/constructor. Doing so, should give you a list with some (NEW,NEW,LOAD¡¦) infos on runtime, which in this case means the last node was copied, otherwise a list (LOAD,LOAD,LOAD) ¡¦ means the program was loaded",0.0514,0.8355
317,URCap Development,"I would like to design a URCap that, given 3 waypoints, makes the robot perform a Circle Move through the 3 waypoints. My idea is to put the move actions I need plus the definition of the 3 waypoints in the same node. How can I design a Node View and Node Contribution of the waypoints similar to the waypoint in Polyscope? Jennifer?","I would like to know that as well, I am planning to create a Node that represents a Waypoint but only for further transformations to it, and not to move to directly which is not possible with default waypoints afaik currently!",0.1081,0.8461
318,URCap Development,I would like to know if it¡¯s possible to create a log file to monitor the execution of an URCaps. I need something to track the user interactions so that I can have something to check if an error occurred?,"The Universal has a log file built into its file system, and you can write to it using the scipt command textmsg(), details of which can be found in the script manual. Since you can¡¯t natively send URScript through java, you have to send scupt using the secondary client interface, the details of which cna be found linked in this post.",0.0739,0.8394
319,URCap Development,We are working on daemon server. We are running python code in daemon server. We want to run URScript using daemon server. Anyone having idea on how to do?,it is possible to open a socket connection to the robot to the localhost and send then the desired script commands to the different client interfaces. You can find an overview of the different interfaces here: Overview of client interfaces - 21744 It is not possible to run script code from the daemon directly,0.0418,0.8547
320,URCap Development,I am working on URCAP project. We are defining the pose variables in installation node and calling in program node using getinstallation() . When we shutdown the robot and start again the values are not getting stored in installation node. We need to reteach all the poses again. Is there any way that we can store the variable and it will be retrievable?,"I believe if properly saved, everything should come back. I¡¯ve seen users not realize they need to ¡°save installation¡± or use an alternate installation.",0.0168,0.8406
321,URCap Development,"We¡¯re developing a URCap for a device which requires a DHCP address served to it over Ethernet (there is no way to set a static IP address for this device). We¡¯d like to connect an Ethernet cable directly between this device and the UR Control box, keeping both off the company network. So in this configuration, the device and the UR Control box are the only two nodes on a closed network (ie, there is no DHCP server). Is it acceptable to employ a DHCP server on the UR Control box? If so, can this be deployed as a part of a UR Cap? -Chris?","The challenge I am faced with is the fact that a DHCP server needs to bind to a local, privileged port (67). In Linux, only the root user can bind a listener to a port lower than 1024.",0.0242,0.8423
322,URCap Development,"What is the recommended way to get the full path to the programs directory from inside a URCap? We would like to implement a solution that works on the real robot and in the simulator, so we cannot hardcode ¡°/programs¡± as a string. I could use a Linux system call e.g. ¡°pwd¡± but it looks like a quick and dirty hack. Csaba?","You could check if the ¡°/programs¡± folder exists, if it doesn¡¯t reroute the path to the simulator folder which by default should be ¡°/home/ur/ursim-current/programs¡±",0.035,0.8555
323,URCap Development,"I would like to know if it¡¯s possibile to limit the number the degrees of freedom of the robot while guiding the robot using the freedrive mode. I need to develop an URCaps where the user has to define 3 robot pose but I¡¯d like to ¡°lock¡± the orientation of the robot TCP and constraint the TCP¡¯s movements to line on a defined plane. I exploit the API uiapi.getUserInteraction().getUserDefinedRobotPosition(new RobotPositionCallback() {[...]} to get the robot pose, but I can¡¯t find a way to limit the available movements during the freedrive. in advance for your reply. sc?","there is no way to do so with the API. If you are using a e-Series robot or have an external FT Sensor, you can create this function by your own by calculating a force vector with the FT sensor and turn this vector into cartesian movement using the servoj command",0.0401,0.8252
324,URCap Development,"I¡¯m working on a URCap that will write values to MODBUS registers, but it¡¯s very difficult to test because the value of every modbus register in the URSim gets locked to 65535. If I enter another value on the installation page, it appears in the box momentarily, but then changes back to 65535. I don¡¯t know if this is an expected behavior or a bug, but how can I make the URSim stop overwriting these modbus values?",Changing the modbus register was not available on URSIM when I tried¡¦ But I hope that 502 port of URSim is available for debugging the program,0.0183,0.8477
325,URCap Development,"Vision Template Builder Description of functionality: This URCap sample demonstrates creating a rich program template, i.e. usable for a vision system. The URCap features 2 user-insertable program nodes: Scan and Pick. Pick node demonstrates how to build a program template upon insertion in the program tree. What topics are covered: ProgramModel, TreeNode, WaypointNode, Waypoint, Variable, GlobalVariable, MoveNode, addChild Find it on Github! Requirements: URCaps API v. 1.3?","This template has been updated to include usage of Gripper Drivers in the template, in case they are available in the system. Install a Gripper Driver or two, and check it out.",0.0368,0.8231
326,URCap Development,"I did a quick search on this forum, and I read that there¡¯s no way to add a logo on the same line as the title in a ProgramNode, however it is possible in a gripperContribution. This seems like a strange inconsistency, so I want to make sure I¡¯m understanding correctly. To be clear, I¡¯ll steal a screenshot from one of the posts I found: Screenshot836¡¿313 38.8 KB I¡¯d like to add a logo in this location in a ProgramNode. Is this possible?","I believe this is correct, a gripper driver¡¯s GripperConfiguration has a setLogo() method for adding a logo to the UI. A regular program node¡¯s View class only has access to the JPanel below the title of the program node via the buildUI() method, meaning that the screen real estate to the right of the title is unavailable.",0.0777,0.8507
327,URCap Development,There was a bug in PolyScope version 5.4. So I want to make sure users are using PolyScope 5.5 or higher. How can I check the version of PolyScope in my code?,"i use below code to check the PolyScope version installed: // get PolyScope version int majorVersion = apiProvider.getSystemAPI().getSoftwareVersion().getMajorVersion(); int minorVersion = apiProvider.getSystemAPI().getSoftwareVersion().getMinorVersion(); int buildNumber = apiProvider.getSystemAPI().getSoftwareVersion().getBuildNumber(); System.out.println((""Detected Polyscope version: "" + majorVersion)+("".""",0.1188,0.8193
328,URCap Development,"I want to store my global variables in a singleton, but now when i use my set/get it gives me a null.pointer.exception. I now have my variables set/get on the installation node but when you switch the urp these variables will not be changed/saved¡¦ because the installation is the same. Can someone help me out? Many?",Variables stored in the installation Node should only be set by the installation Node itself. You can read them from your contributions by using the apiProvider.getProgramAPI().getInstallationNode(<yourinstallationnodecontribution.class>) Interface.,0.0482,0.838
329,URCap Development,"When I run the install.sh in the SDK, I get an error that the package architecture does not match system. Is there a 32 bit available or is there another work-around?","Most URCaps development can run without the UR Tool chain, so if you are having issues installing it, please remove the following in the install.sh file: echo ""Installing UR tool chain..."" mvn install... mvn install... mvn install... sudo",0.0924,0.8383
330,URCap Development,"When communicating with the robot we would prefer to use a secure and authorized connection for this. The messages received, will contain instructions in a JSON format. Authorization will be done using OAuth2. Now the idea is to write a URCap that implements those functionalities. When testing our own URCap it will not be a certified URCap, so how does this affect the warranty of the robot? Does a URCap have to be officially certified by UR, before it can be distributed to real robots?","I would like to bump this topic up and extend the question, since I¡¯m not sure if OP is asking the same thing. I¡¯m working a URCap that will only function as a program node, not concerning any outside communication.",0.0419,0.8509
331,URCap Development,I am working on a program where I want to log suggested acceleration speed by writing to log_history.txt everytime the play button is pressed. Any suggestions?,"You can use the ¡°textmsg(s1, s2=¡¯ ')¡± function: To add to the log file. If you insert it into the preamble it will add every time you start the program pushing the play button",0.1034,0.8607
333,URCap Development,"My urcap is creating an movenode configured using the actual TCP with: moveNode.getTCPSelectionFactory().createActiveTCPSelection(); For calculation I want to use the pose (x, y, z, rx, ry, rz) values of the actual TCP of this moveNode. I¡¯m not successful in reading these values?","the TCPSelection Interface does is configuring the seleced moveNode to use the active TCP the User has selected. To get your TCP Pose you have 2 Options: using the TCPContributionModel which only gets your internally generated TCPs by a name key, see here using the TCPModel which gets a you a collection of all (internally and user defined) tcps by calling the getOffset() function, see here",0.0836,0.8279
334,URCap Development,"Is there any way to get a reference/id of the currently loaded polyscope program (urp)? i want to use this id to detect if the user creates a new program - if new program is created i want to reinitialize a counter (static field) to 0. i have a counter that increments by one everytime a node is created. i do this by having a static field in the programnodeservice class. i increment the field by 1 if the creationcontext is new. i put it directly into the datamodel passed in the createnode function like this: @override public programnodecontribution createnode(programapiprovider apiprovider, programnodeview view, datamodel model, creationcontext context) { if (context.getnodecreationtype() == creationcontext.nodecreationtype.new) { model.set(node_id, increasenodecount()); } return new programnodecontribution(apiprovider, view, model); }?",From the Dashboard server you can get the loaded program path with the command ¡°get loaded program¡±. Bu for your case you will be expose for the case that the program is unnamed and a new unnamed program is created: get loaded program Loaded program: /home/ur/ursim/ursim-5.5.1.82186/programs/.urp get loaded program Loaded program: /home/ur/ursim/ursim-5.5.1.82186/programs/.urp But your counter will not be capable of detecting deleted nodes as well.,0.0376,0.8
335,URCap Development,We have developed two different UR Cap for two hardware connected to the UR Controller. While hardware is moving and it goes to system emergency stop the polyscope freezes and we have to power off the teach pendant to regain the controller. What can be the possible reason and solution?,"Do you use ¡°thread.sleep(x)¡± in any threads ? When I used ¡°thread.sleep(x)¡±, the polyscope is freezed",0.0134,0.8415
336,URCap Development,"I placed a JTabbedPane inside the InstallationNodeView, but it showed no border. If placed JPanel like this, JPanel panel_5 = new JPanel(); panel_5.setBorder(new TitledBorder(null, ¡°Group1¡±, TitledBorder.LEADING, TitledBorder.TOP, null, null)); JPanel is no border too?","This works for me: JPanel panel = new JPanel(); TitledBorder border = new TitledBorder(""test""); border.setBorder(BorderFactory.createLineBorder(Color.GRAY)); panel.setBorder(border); I think the thing is that borders are set to white in respect to the Basic UI Design. Changing a Titled Borders border color does the trick",0.0998,0.8719
337,URCap Development,"In order to build a template from the backend, I have the requirement to insert MoveJ commands with linked waypoints at two different points of the program tree. In other words, I¡¯d like to create something like the following image with the SDK: I tried creating a single waypoint assigned to two different MoveJ nodes, but doing so throws an exception. I also tried creating two different waypoints with the same name, but the second one is automatically renamed when I insert it. Is there a way to create linked waypoints with the SDK? in advance! EDIT: I also found that I could define a feature point and then create two waypoints using that variable, but what I¡¯m really looking for is something that can be edited by the user within the command screen, just like with a pair of fixed position waypoints inserted manually?","This is a very relevant question, and I want to present another use-case: Consider two instances of the existing Stack template: By default, both instances share the same StartPos Waypoint, i.e. they are linked together: but the user has the ability to unlink them if desired, and have two distinct waypoints, with different names and data.",0.0329,0.8524
339,URCap Development,"I¡¯m currently working on a URCap Installation Node GUI, and i¡¯m trying some things out, Mainly revolving around the getTitle() in the Service, In the toolbar on the left on PolyScope 3.x, there¡¯s different options in the customization of the title. I¡¯ve been able to put an image in the title in the Installation Window , but i can¡¯t get an icon/image to show in the button on the left. Also there¡¯s the Features button with some sort of dropdown menu. Are any of these things possible in the current version ?","As the method getTitle() in the InstallationNodeService interface returns a string, the title of an installation node in the list can only ever be a string. Since this is the only control a URCap has over what appears in that list, it cannot include any images or extended functionality.",0.0742,0.8497
340,URCap Development,"I want to change two or more page on condition that button is pressed, but I don¡¯t know how to write the programs. could you possibly give me something like sample if you have? very much?","In JavaSwing, if you set the layout manager of buildUI(JPanel panel, ContributionProvider<C> provider)s JPanel to be CardLayout, then use the methods like cardLayout.show(buildUIJPanel, nameOfPage) in the actionListener of the JButton you wish to use to change through pages. The tutorial linked will teach you how to setup a CardLayout",0.1071,0.8182
341,URCap Development,I¡¯m currently developing a URCap for an interface between two of our robots. I want the URCap program node when executed to call a function within the Program Node Contribution similar to how the World URCap creates a popup on execution. I know that the World URCap is using the GenerateScript function and a script line to create the popup. I can put my function into generateScript but its only called when the program is started. Just to be clear i¡¯m trying to call a function (inside of the program node contribution script) when the program node is executed durning run time?,"You can either use an Installation node to define the script code in the pre-amble, and call this later by a program node. In this case the outputted code from your Installation Node should be: def NameOfYourFunction(): URScript to be executed... end And your Program Node should output: NameOfYourFunction() So the ScriptWriter would contain: writer.appendLine(""NameOfYourFunction()"") Alternatively simple have the Program Node simply paste and modify the code from the function every time you insert the ProgramNode",0.0764,0.8333
344,URCap Development,"I was looking in the cyclecounter example, and from that I got a way on how to populate a dropdown with variables from the program. ArrayList<Object> items = new ArrayList<Object>(); items.addAll(api.getVariableModel().get(new Filter<Variable>() { @Override public boolean accept(Variable element) { return element.getType().equals(Variable.Type.GLOBAL) || element.getType().equals(Variable.Type.VALUE_PERSISTED); } })); But is there a way to get a list of what is in Features? Udklip811¡¿641 39.7 KB?","FEATURE instead of VALUE_PERSISTED Or, almost¡¦ would like to get planes in the list too nvm, I forgot to enable the variable¡¦",0.032,0.8133
345,URCap Development,I just found out that the urtool-3.0 cross compiler included in the SDK comes with the Boost C++ libraries. Is there any documentation around on how to use these libraries with custom daemon code? Which version of the Boost libraries is it? Is there any documentation on the library itself? Any help appreciated?,"OK, found out it¡¯s Boost 1.34.1 (as seen in boost/version.hpp). Documentation here: Boost 1.34.1 Library Documentation Case closed",0.0183,0.8492
346,URCap Development,"I try to lock changes of the robotprogram for a special user. I already locked the childnodes that can be inserted by my urcap. To accive this I used: thisTreeNode.setChildSequenceLocked(true); But how can I lock changes in the program-structure like moving Nodes up and down, copy, insert, cut, or hide? Maybe there is a possibility, to disable these Buttons in the program-structure-editor? Or maybe there is a posibility to disable the button for saving the program? Robert?","I don¡¯t believe its possible to lock these functions whilst in ¡°Program Robot¡±. However, you can Set a system password in ¡°Setup Robot / set password¡±.",0.0156,0.8421
347,URCap Development,"We are developing a URCAP, I¡¯m interfacing with a MODBUS device, there is a robot ready signal that I wish to be automatically driven high when the robot program is running. When the robot program is paused, there are any errors, the program is stopped or the robot is e-stopped this signal needs to be driven low. Can you provide an example of the easiest way to achieve this?","In the installation tab, under I/O setup, find the output you want to configure (be it a MODBUS signal, digital I/O etc), and under the ¡°Action In Program¡± drop down, select ¡°High when running-low when stopped¡±, this should give you the functionality you¡¯re looking for.",0.0417,0.8455
348,URCap Development,"I am facing an issue, I would like to be able to create a variable when adding my ProgramNode before executing the whole program. In this way I would be able to use this variable for example with an ¡°if¡±. But I can manage to do it. I tried sending URscripts commands with ¡°global myVar = False¡± and tried the GlobalVariable from the SDK API too but they both have no effect. Any tips on how to do this? Federico?","If you want to send script from a URCap when a program isn¡¯t running, you can use a secondary client interface, as outlined in jbm¡¯s post in this thread: Can urcap send and execute ur script within the program node? URCap Development I am try to write a URCap for saving pose and and assign it to variable.",0.0445,0.8416
349,URCap Development,"I updated my API from 1.3.0 to 1.5.0 in order to allow for contributed TCP¡¯s. Every method that is related to 1.5.0 works except for being able to initialize the TCPContribution model. Code with error is below code line: tcpContributionModel = api.getInstallationAPIProvider().getInstallationAPI().getTCPContributionModel(); ¡°The method getInstallationAPIProvider() is undefined for the type URCapAPI¡± This would make sense if I was still using API 1.3.0, however, I must have successfully updated the API because every other location where I use API 1.5.0 is compiling properly. I looked at the references and according to the API documentation it is supposed to be possible to access the InstallationAPIProvider through the URCapAPI by using the getInstallationAPIProvider() method. Does anyone know what is going on here?","Have you made sure to take all the necessary steps to allow your URCap to use the new API? you should run the .install file in the SDK folder, as well as update the POM of the relative URCap to use 1.5 rather than 1.3.",0.0156,0.8351
350,URCap Development,"i created an installationNode, where i can change the serial baudrate for my gripper through a XMLRPC. Now, i want my Plug-In to change the robots TCI baudrate at the same time. I tried it the same way as the Script-Communicator example but it does not change the Tool I/O settings. It does not produce any error. Is there a way to generate this script-command otherwise? An easier way?",Setting up the TCI through URScript does change the ¡°temporary¡± configuration of the TCI port. However it is not reflected in the Installation node settings (the default behavior).,0.0266,0.855
351,URCap Development,"Script Wapper URCap Description of functionality: This URCap wraps the contents of a selected script file into a program node in PolyScope. The user can select which script file to wrap, and select a decent image to show instead. User must place a script file (.script) and optionally image (.jpg, .jpeg, .png .bmp) in the /programs/ folder on a real robot, or /home/ur/ursim-current/programs/ in a URSim. The URCap checks the robots serial number, to decide what folder to look in. The sample demonstrates how to wrap pre-written URScript into a URCap. How to read the serial number and find files on the file system. It also implements images and dropdowns. Note: It is suggested, that product that generate URScript code into a file, e.g. CAD/CAM software uses an approach like this, to wrap different modules of the script code into self-explanatory functional blocks for easier readability. What topics are covered: appendRaw, script file, image, select, dropdown, manage files, read script GitHub GitHub - BomMadsen/URCap-ScriptWrapper: Small URCap that demonstrated wrapping... Small URCap that demonstrated wrapping a URScript file in a ProgramNode. - GitHub - BomMadsen/URCap-ScriptWrapper: Small URCap that demonstrated wrapping a URScript file in a ProgramNode. Requirements: URCaps SDK 1.1+?","Would it be possible to share this Script Wrapper URCap in the Swing user interface (your example is HTML). Also, after I load the .script file, I plan to read through the script file, locate each movej command in the .script file, and place all the joint locations (following each movej command) into a dynamic array.",0.0144,0.8199
352,URCap Development,"Everybody, where exactly can i find the tutorial for the URCaps developement? I followed the description above and even ran ¡°install.sh¡± and ¡°newURCap.sh¡± in Terminal. I also successfully tested ¡°HelloWorld¡± in the robot simulation, but I can¡¯t find the tutorial to build my first own URCaps tool. Fabian?",The URCap tutorial is placed in the ¡°doc¡± folder in the SDK zip-file,0.0121,0.8626
353,URCap Development,Is there a way to access data (specifically a variable) from the installation node contribution in the program node view? i know the getinstallation() function is used in the program node contribution but that doesn¡¯t seem to work for the program node view?,Did you check out the VariableModel that you can get from the ApplicationAPI (accessible from Program and Installation API). This allows you to read all variables in the program: Collection<Variable> allVariables = apiProvider.getProgramAPI().getVariableModel().getAll(),0.085,0.8378
354,URCap Development,I want read into my urcaps the ModbusIO connected on the robot. What I have to do in java ?,"for using modbus in your URCap you have to use the correspondent Script-Commands. To use them before the robot program was started and the conventional way to use Script-Commands becomes available, it is possible to send the commands via one of the client interfaces of the robot.",0.0745,0.855
355,URCap Development,"I want to build a building block for screwing as a UR Cap, but therefore I want to use MovementNodes and WaypointNodes. But in the WaypointConfigFactory is no possibility to add a relative movement in TCP coordinate system. I don¡¯t want to script it in UR script and don¡¯t want to configure the WaypointNode manually in Polyscope. Is there a way to program relative movements in the Java API? Fabian?","Perhaps what you want to do, is better done using a custom non user-insertable program node, that build the required script. At least workt some consideration.",0.0191,0.8309
356,URCap Development,"I try to create script from a urcap node based on the information from the children nodes. The question is how to get the ProgramNodeContribution class from TreeNode. If we take the HelloWorld example as referencfe, we can traverse the Tree to get the treenode of the HelloWorld treenode, but how to get the class HelloWorldProgramNodeContribution from that treenode and access the functions to get the related information?","The child node needs to implement some ¡°custom API/interface¡±, that makes you able to get the node as that interface. Check out this example: URCap Sample: URCap CustomAPI URCap Development URCap CustomAPI Description of functionality: This example demonstrated the usage of the URCap CustomAPI interface.",0.0809,0.8346
357,URCap Development,"Is it possible to also set the weight on a setnode? i can find the functions for setting the different kind of outputs, but nothing about the weight?","If i¡¯m understanding you correctly you need a function to setup the TCP payload through the API ? if so, you can combine URCap Sample: Send Script with button push URCap with sending a script command set_tcp_payload on a button press or use the ScriptWriter function set_payload() on Program generation",0.0535,0.8328
358,URCap Development,"When reading a floating point number from an InputTextField, it should be noted, that there can be different decimal notations, based on the users selection of language. English language would use dot-notation (e.g. 1.5) where e.g. French would use comma-notation (e.g. 1,5) - this is also the raw text that would be read from the input field using the getText() method. As URScript will need dot-notation for decimal separation, it is good practice to ensure that the number parsed will have this format. This can e.g. be done in the following ways, depending on whether the input is desired as float or String. float myFloatVal = NumberFormat.getInstance().parse(textInField).floatValue(); String textWithNumFormat = NumberFormat.getInstance().parse(textInField).toString()?","I have a issue related with this topic. When I¡¯m trying to read a float number with an InputTextField, just like in the Whip URCap sample, the simulator notifies me of an error.",0.0153,0.8342
361,URCap Development,"I am trying to make a linear movement inside a joint move, but it is giving me some problems. This is what I am trying to do moveTreeNode = root.addChild(moveNode.setConfig(mJConfig)); addWaypointToMoveNode(programNodeFactory); moveTreeNode.addChild(moveNode.setConfig(mLConfig)); But with this, I am getting a linear move, with two waypoints inside. Can anyone see what I am doing wrong here?","If you have used the following, you will notice that it creates a default waypoint: image.png827¡¿48 2.51 KB so the problem could be that the you actually adds two waypoints with (1. and 2. line code). Another thing is that your moveNode gets setConfig twice with different value.",0.0492,0.8408
362,URCap Development,"We want to give an option to developer to configure our server application (= external software which is required for our urcap) directly from Polyscope interface, i.e. from the Installation node. Natural choise would be to create swing-based UI and connect it with the server (it supports multiple interfaces, i.e. REST). On the other hand the server already has a web interface which we could adopt for the robot display (resolution, style, etc), so the only problem is how to access this interface from UI. There is no html browser with JavaScript in Swing, so there is no solution out of the box (?). Does it make sence to intergate another browser component from another UI library (i.e. JavaFX)? If we will succeed, will UR accept out URcap with an integrated browser?","From a product certification point of view, I would not recommend to create a new browser on top of or layered in PolyScope. I would recommend to create a UI using the Swing based UI, that reflects the configuration options that are required in PolyScope, but in the native design and layout of PolyScope",0.0165,0.8334
363,URCap Development,"I made a URCap installation page and it seems that the content is dense and cannot be contained completely in just one page. This is due to screen resolution. When I tried it in the simulation, it worked because the screen size is expandable. Does it have any solution to this? Can you recommend me the way to fix this issue? in advance. Look forward to your replied?","Please be aware, that the 12"" display on the teach pendant is in fact not expandable. The PolyScope application has a fixed dimension, and this is not alterable.",0.0289,0.8535
364,URCap Development,"Is there any way to set up a digital input as your freedrive function through java, or does it have to be a socket script command that is sent every time that input is on? i know you can manually configure through the i/o setup on the pendant, but i would like to be have this automatically configured by the cap if possible. for your consideration, karsten?","I apologize if what I wrote above wasn¡¯t clear enough, I have attached the document to reassign the input through the robot. I was wondering if you could do the exact same reassignment through the cap.",0.0377,0.8446
365,URCap Development,"I have a problem when starting MyDaemon example. It turns out that when I click on the start button, the daemon ends in the ERROR state. Always. On the other hand, the stop() method works as expected. The following is the only documentation that I found about the start(): Start the daemon. Will be ignored if daemon is in ERROR state. When issuing multiple start and/or stop commands within a short time frame only the latest will be effectuated. If called when the daemon is in the INITIALIZING state it will be invoked when the daemon is ready (unless it enters the ERROR state). I would like to understand what could cause the ERROR state and why. I am going to add some details in the following days. for your time. Alessandro Tondo @qbrobotics?","I am sorry for the delay, but it was holiday in Italy. I have tried to go into the deep and inspect the Java stack trace using Thread.currentThread().getStackTrace() from MyDaemonDaemonService.getExecutable(), which appears to be the one involved in the ERROR state setting.",0.0263,0.8224
